,internalTaxonId,scientificName,name,language,main
1676,169061,Azolla microphylla,Bèo hoa dâu,Vietnamese,True
1679,169362,Cestraeus oxyrhyncus,Sharp-nosed River Mullet,English,True
1681,169366,Tlaloc hildebrandi,Chiapas Killifish,English,True
1683,169367,Vieja hartwegi,Tailbar Cichlid,English,True
1685,169369,Gambusia vittata,Gulf Gambusia,English,True
1689,169372,Allotoca diazi,Patzcuaro Allotoca,English,True
1691,169379,Tlaloc candalarius,Headwater Killifish,English,True
1693,169381,Chirostoma arge,Largetooth Silverside,English,True
1695,169383,Priapella intermedia,Isthmian Priapella,English,True
1697,169385,Sicydium multipunctatum,Multispotted Goby,English,True
1699,169387,Chirostoma promelas,Blacknose Silverside,English,True
1701,169388,Gobiosoma yucatanum,Yucatan Goby,English,True
1703,169389,Tampichthys catostomops,Pánuco Minnow,English,True
1706,169391,Chirostoma attenuatum,Slender Silverside,English,True
1708,169394,Poeciliopsis turneri,Blackspotted Livebearer,English,True
1712,169395,Zoogoneticus tequila,Tequila Splitfin,English,True
1714,169397,Herichthys steindachneri,Mojarra,English,True
1716,133768576,Goodea atripinnis,Blackfin Goodea,English,True
1726,169505,Monotrete cambodgiensis,Cambodian Puffer,English,True
1731,169529,Monotrete baileyi,Hairy Puffer,English,True
1734,169531,Schistura balteata,Tri Band Sumo Loach,English,True
1740,169546,Esomus longimanus,Mekong Flying Barb,English,True
1747,169564,Homaloptera zollingeri,Black lizard loach,English,True
1756,169632,Plicofollis dussumieri,Blacktip Sea Catfish,English,True
1758,169685,Etheridgeum pulchrum,Snake,English,True
1759,169685,Etheridgeum pulchrum,Sumatran Burrowing Snake,English,True
1762,169975,Palinurus elephas,Common Spiny Lobster,English,True
1764,170154,Diplodus argenteus,South-American Silver Porgy,English,True
1778,170156,Archosargus rhomboidalis,Sea Bream,English,True
1780,170157,Dentex spariformis,Saffronfin Sea Bream,English,True
1785,170158,Dentex angolensis,Angola Dentex,English,True
1797,170159,Pagrus caeruleostictus,Bluespotted Seabream,English,True
1804,170160,Lithognathus mormyrus,Striped Seabream,English,True
1805,170161,Cheimerius matsubarai,Hoshierenko,English,True
1815,170162,Pagellus bellottii,Red Pandora,English,True
1818,170164,Rhabdosargus thorpei,Bigeye Stumpnose,English,True
1821,170165,Rhabdosargus haffara,Haffara Seabream,English,True
1825,170166,Dentex maroccanus,Morocco Dentex,English,True
1841,170167,Pagrus major,Red Seabream,English,True
1846,170168,Stenotomus chrysops,Scup,English,True
1855,170169,Sarpa salpa,Karanteen,English,True
1858,170170,Chrysoblephus laticeps,Roman Seabream,English,True
1859,170171,Boops lineatus,Striped Boga,English,True
1864,170172,Spondyliosoma emarginatum,Steentjie,English,True
1866,170173,Acanthopagrus vagus,Riverbream,English,True
1871,170174,Sparidentex hasta,Sobaity Seabream,English,True
1878,170175,Diplodus capensis,Blacktail,English,True
1879,170176,Dentex abei,Yellowfin Sea Bream,English,True
1880,170177,Calamus mu,Flathead Porgy,English,True
1884,170178,Calamus nodosus,Knobbed Porgy,English,True
1889,170180,Stenotomus caprinus,Longspine Porgy,English,True
1891,170181,Acanthopagrus palmaris,Northwest Black Bream,English,True
1898,170182,Calamus proridens,Littlehead Porgy,English,True
1902,170183,Chrysoblephus cristiceps,Dageraad,English,True
1908,170184,Polysteganus praeorbitalis,Scotsman Seabream,English,True
1912,170185,Porcostoma dentata,Dane Seabream,English,True
1919,170186,Dentex gibbosus,Pink Dentex,English,True
1923,170187,Calamus campechanus,Campeche Porgy,English,True
1931,170189,Acanthopagrus butcheri,Black Bream,English,True
1943,170190,Calamus bajonado,Jolthead Porgy,English,True
1945,170191,Argyrops bleekeri,King Soldier Bream,English,True
1955,170192,Dentex canariensis,Canary Dentex,English,True
1956,170193,Gymnocrotaphus curvidens,Janbruin,English,True
1961,170194,Chrysoblephus anglicus,Englishman Seabream,English,True
1965,170195,Chrysoblephus lophus,False Red Stumpnose,English,True
1969,170196,Polyamblyodon gibbosum,Knife-back Seabream,English,True
1973,170197,Oblada melanura,Saddled Seabream,English,True
1986,170198,Rhabdosargus sarba,Goldlined Seabream,English,True
1989,170199,Acanthopagrus sivicolus,Okinawa Seabream,English,True
1995,170200,Lithognathus aureti,West Coast Steenbras,English,True
1998,170201,Pachymetopon aeneum,Blue Hottentot,English,True
2001,170203,Rhabdosargus holubi,Cape Stumpnose,English,True
2006,170204,Cymatoceps nasutus,Black Musselcracker,English,True
2020,170205,Calamus pennatula,Pluma Porgy,English,True
2024,170206,Polysteganus undulosus,Seventy-four Seabream,English,True
2037,170207,Calamus penna,Sheepshead Porgy,English,True
2042,170208,Pachymetopon grande,Bronze Seabream,English,True
2045,170209,Diplodus fasciatus,Banded Seabream,English,True
2048,170210,Pachymetopon blochii,Hottentot Seabream,English,True
2053,170211,Diplodus prayensis,Two-banded Seabream,English,True
2059,170212,Evynnis tumifrons,Yellowback Seabream,English,True
2064,170213,Pterogymnus laniarius,Panga Seabream,English,True
2068,170214,Diplodus noct,Red Sea Seabream,English,True
2074,170215,Polysteganus coeruleopunctatus,Blueskin Seabream,English,True
2080,170216,Crenidens crenidens,Karenteen Seabream,English,True
2081,170217,Acanthopagrus longispinnis,Bengal Yellowfin Seabream,English,True
2082,170218,Boopsoidea inornata,Fransmadam,English,True
2088,170220,Pagrus auriga,Red-banded Sea Bream,English,True
2095,170221,Cheimerius nufar,Santer Seabream,English,True
2102,170222,Diplodus bellottii,Senegal Seabream,English,True
2109,170223,Archosargus probatocephalus,Sheepshead,English,True
2119,170224,Pagellus erythrinus,Common Pandora,English,True
2126,170225,Rhabdosargus globiceps,White Stumpnose,English,True
2131,170226,Sparodon durbanensis,Musselcracker Seabream,English,True
2132,170228,Acanthopagrus omanensis,Black Margined Seabream,English,True
2140,170229,Pagellus acarne,Axillary Seabream,English,True
2148,170231,Argyrozona argyrozona,Carpenter Seabream,English,True
2156,170232,Dentex macrophthalmus,Large-eyed Dentex,English,True
2160,170233,Calamus leucosteus,Whitebone Porgy,English,True
2163,170234,Pagellus affinis,Arabian Pandora,English,True
2178,170238,Argyrops spinifer,King Soldier Bream,English,True
2185,170239,Acanthopagrus bifasciatus,Two-bar Seabream,English,True
2196,170241,Pagrus africanus,African Red Bream,English,True
2201,170242,Pagellus natalensis,Natal Pandora,English,True
2207,170243,Calamus arctifrons,Grass Porgy,English,True
2222,170244,Pagellus bogaraveo,Blackspot Seabream,English,True
2228,170245,Dentex dentex,Common Dentex,English,True
2231,170246,Virididentex acromegalus,Bulldog Dentex,English,True
2236,170247,Petrus rupestris,Red Steenbras,English,True
2240,170248,Polyamblyodon germanum,German Seabream,English,True
2255,170249,Calamus calamus,Saucereye Porgy,English,True
2266,170250,Lagodon rhomboides,Pinfish,English,True
2270,170251,Boops boops,Bogue,English,True
2277,170252,Argyrops filamentosus,Soldierbream,English,True
2289,170253,Sparus aurata,Gilt-head Seabream,English,True
2290,170254,Diplodus bermudensis,Bermuda Porgy,English,True
2291,170255,Lithognathus olivieri,Steenbras,English,True
2297,170256,Chrysoblephus gibbiceps,Red Stumpnose Seabream,English,True
2307,170257,Acanthopagrus australis,Yellowfin Bream,English,True
2315,170258,Spondyliosoma cantharus,Black Seabream,English,True
2318,170259,Chrysoblephus puniceus,Slinger Seabream,English,True
2323,170260,Diplodus annularis,Annular Seabream,English,True
2333,170261,Diplodus vulgaris,Common Two-banded Seabream,English,True
2340,170262,Diplodus puntazzo,Sharpsnout Seabream,English,True
2350,170263,Acanthopagrus latus,Yellowfin Seabream,English,True
2355,170264,Diplodus holbrookii,Spottail Pinfish,English,True
2358,170265,Polysteganus baissaci,Frenchman Seabream,English,True
2362,17026,Phocarctos hookeri,New Zealand Sea Lion,English,True
2363,170272,Diplodus hottentotus,Zebra,English,True
2366,170280,Spicara maena,Blotched Picarel,English,True
2369,170281,Spicara nigricauda,Blacktail Picarel,English,True
2370,170282,Spicara australis,Picarel,English,True
2373,170283,Spicara smaris,Picarel,English,True
2377,170284,Centracanthus cirrus,Curled Picarel,English,True
2381,170285,Spicara alta,Bigeye Picarel,English,True
2384,170286,Spicara melanurus,Blackspot Picarel,English,True
2386,170365,Acanthocercus cyanogaster,Black-necked Tree Agama,English,True
2387,170381,Monilesaurus ellioti,Elliot's Forest Lizard,English,True
2391,170420,Psammophilus dorsalis,South Indian Rock Agama,English,True
2400,170424,Vigna ambacensis,Fuca n’ Lepo,Portuguese,True
2405,170425,Vigna angivensis,Avoka,French,True
2408,170430,Vigna comosa,Bangassu,French,True
2409,170431,Vigna desmodioides,Ilenabulere,English,True
2417,170434,Vigna fischeri,Umhara-kuku,French,True
2418,170440,Vigna hosei,Sarawak-bean,English,True
2420,170445,Vigna kirkii,Inaola Kwaka,French,True
2421,170447,Vigna laurentii,Umukaloko,French,True
2422,170448,Vigna longifolia,Yawe,Bengali,True
2445,170450,Vigna luteola,Gilibande,French,True
2450,170451,Vigna macrorrhyncha,Cahemba Nhemba,Swahili,True
2458,170452,Vigna marina,Dune-bean,English,True
2459,170456,Vigna monophylla,Mbendi,Swahili,True
2461,170458,Vigna multinervis,Katoya,French,True
2462,170459,Vigna nigritia,Bambe,Fulah,True
2463,170463,Vigna parkeri,Creeping Vigna,English,True
2464,170468,Vigna pygmaea,Katukwe,French,True
2479,170469,Vigna racemosa,Catandasa,Portuguese,True
2490,170471,Vigna reticulata,Guadia,Sango,True
2496,170473,Vigna schimperi,Emaret,Swahili,True
2510,170477,Vigna subterranea,Bambara Groundnut,English,True
2511,170526,Pelochelys signifera,Northern New Guinea Softshell Turtle,English,True
2514,17081,Mesoclemmys hogei,Hoge’s Side-necked Turtle,English,True
2515,170854,Macrogastra mellae,Massue du Piémont,French,True
2517,171064,Euconulus praticola,Conule brillant,French,True
2519,171079,Testacella haliotidea,Testacelle commune,French,True
2520,171087,Oxychilus lathyri,Luisant de Bastia,French,True
2521,171119,Oxyloma dunkeri,Dunkers Bernsteinschnecke,German,True
2522,171134,Oxychilus blauneri,Luisant de Figari,French,True
2524,171258,Oxychilus alliarius,Garlic Snail,English,True
2525,171262,Cochlodina meisneriana,Fuseau corse,French,True
2526,171271,Oxychilus tropidophorus,Luisant de Haute-Corse,French,True
2527,171291,Oxychilus obscuratus,Luisant de Marmano,French,True
2529,171472,Testacella scutulum,Testacelle des jardins,French,True
2530,171547,Oxychilus draparnaudi,Draparnaud's Glass Snail,English,True
2531,171635,Oxychilus requienii,Luisant de Corte,French,True
2532,171648,Oxychilus adjaciensis,Luisant corse,French,True
2533,171671,Aegopinella nitens,Brede blinkslak,"Dutch, Middle (ca.1050-1350)",True
2534,171709,Oxychilus shuttleworthianus,Luisant de Saint-Florent,French,True
2537,171730,Balea perversa,Wall Snail,English,True
2538,171769,Vestia elata,Transylvanian Doorsnail,English,True
2539,171818,Limnoperna fortunei,Golden mussel,English,True
2541,171825,Chamberlainia hainesiana,Trai vỏ nâu,Vietnamese,True
2542,171876,Pilsbryoconcha suilla,Trai suilla,Vietnamese,True
2543,171894,Uniandra semmelinki,Trai Cóc Mẫu Sơn,Vietnamese,True
2544,171903,Corbicula luteola,Hến,Vietnamese,True
2545,171995,Oxychilus edmundi,Luisant de Porto,French,True
2550,172024,Phrynops williamsi,Williams' Side-necked Turtle,English,True
2552,172359,Ambassis nalua,Scalloped Perchlet,English,True
2554,172393,Ambassis interrupta,Long-spined Glassfish,English,True
2555,172404,Pomadasys argenteus,Silver Javelin,English,True
2561,172416,Chelonodon patoca,Milkspotted Puffer,English,True
2563,172432,Channa micropeltes,Giant Snakehead,English,True
2564,172447,Entomacrodus vermiculatus,Vermiculated Blenny,English,True
2581,172495,Lutjanus johnii,John's Snapper,English,True
2582,172497,Zenarchopterus dispar,Feathered River-garfish,English,True
2584,172520,Rieppeleon brevicaudatus,Bearded Pygmy Chameleon,English,True
2587,172521,Trioceros tempeli,Udzungwa Double-bearded Chameleon,English,True
2588,172522,Trioceros schoutedeni,Schoutenden's Montane Dwarf Chameleon,English,True
2589,172523,Rhampholeon boulengeri,Boulenger’s Pygmy Chameleon,English,True
2591,172524,Rhampholeon acuminatus,Nguru Spiny Pygmy Chameleon,English,True
2592,172525,Kinyongia vosseleri,Vosseler's Blade-horned Chameleon,English,True
2596,172527,Trioceros ntunte,Nyiru Montane Chameleon,English,True
2598,172529,Rhampholeon temporalis,East Usambara Pygmy Chameleon,English,True
2599,172530,Nadzikambia mlanjensis,Mulanje Chameleon,English,True
2601,172532,Rhampholeon platyceps,Mount Mulanje Pygmy Chameleon,English,True
2602,172533,Kinyongia vanheygeni,Poroto Single-horned Chameleon,English,True
2605,172534,Trioceros rudis,Rwenzori Bearded Chameleon,English,True
2609,172535,Rieppeleon kerstenii,Pygmy Grass Chameleon,English,True
2612,172536,Chamaeleo gracilis,Slender Chameleon,English,True
2614,172537,Kinyongia uluguruensis,Uluguru Two-horned Chameleon,English,True
2616,172538,Kinyongia magomberae,Magombera Single-horned Chameleon,English,True
2618,172539,Trioceros schubotzi,Mount Kenya Dwarf Chameleon,English,True
2619,172540,Kinyongia asheorum,Mount Nyiro Bearded Chameleon,English,True
2621,172541,Trioceros deremensis,Usambara Three-Horned Chameleon,English,True
2623,172543,Chamaeleo necasi,Necas's Chameleon,English,True
2625,172544,Kinyongia tavetana,Kilimanjaro Blade-horned Chameleon,English,True
2627,172545,Kinyongia matschiei,Giant East Usambara Blade-horned Chameleon,English,True
2631,172547,Trioceros werneri,Wemer's Three-horned Chameleon,English,True
2632,172548,Rieppeleon brachyurus,Zomba Pygmy Chameleon,English,True
2634,172549,Rhampholeon beraduccii,Mahenge Pygmy Chameleon,English,True
2636,172550,Rhampholeon moyeri,Udzungwa Pygmy Chameleon,English,True
2638,172552,Kinyongia tenuis,Usambara Flap-nosed Chameleon,English,True
2640,172553,Trioceros wiedersheimi,Wiedersheim's Montane Chameleon,English,True
2642,172554,Kinyongia carpenteri,Helmeted Chameleon,English,True
2643,172555,Rhampholeon uluguruensis,Uluguru Pygmy Chameleon,English,True
2647,172556,Trioceros bitaeniatus,Two-striped Chameleon,English,True
2649,172557,Trioceros fuelleborni,Poroto Three-horned Chameleon,English,True
2652,172558,Trioceros goetzei,Goetze's Whistling Chameleon,English,True
2654,172560,Trioceros narraioca,Mount Kulal Stump-nosed Chameleo,English,True
2655,172561,Trioceros sternfeldi,Tanzanian Montane Dwarf Chameleon,English,True
2658,172562,Rhampholeon nchisiensis,Nchisi Pygmy Chameleon,English,True
2660,172563,Kinyongia uthmoelleri,Uthmöller‘s Chameleon,English,True
2662,172564,Kinyongia boehmei,Taita Blade-horned Chameleon,English,True
2663,172565,Kinyongia fischeri,Nguru Blade-horned Chameleon,English,True
2666,172566,Trioceros marsabitensis,Marsabit One-horned Chameleon,English,True
2667,172568,Rhampholeon chapmanorum,Chapman's Pygmy Chameleon,English,True
2669,172569,Kinyongia excubitor,Mount Kenya Sentinel Chameleon,English,True
2672,172570,Kinyongia oxyrhina,Eastern Arc Sharp-nosed Chameleon,English,True
2680,172571,Trioceros quadricornis,Four-horned Chameleon,English,True
2685,172572,Trioceros pfefferi,Bakossi Two-horned Chameleon,English,True
2688,172573,Trioceros johnstoni,Johnston's Three-Horned Chameleon,English,True
2690,172574,Kinyongia multituberculata,West Usambara Blade-horned Chameleon,English,True
2693,172576,Trioceros melleri,Meller's Giant One-Horned Chameleon,English,True
2695,172578,Kinyongia adolfifriderici,Ituri Chameleon,English,True
2699,172579,Trioceros oweni,Owen's Three-horned Chameleon,English,True
2701,172580,Trioceros ellioti,Elliot's Groove-throated Chameleon,English,True
2703,172582,Monilesaurus rouxii,Roux's Forest Calotes,English,True
2704,172583,Lygosoma pruthi,Pruthi's Skink,English,True
2706,172584,Ristella travancorica,Travancore Ristella,English,True
2707,172585,Cnemaspis kolhapurensis,Kolhapur Day Gecko,English,True
2708,172586,Xylophis stenorhynchus,Günther's Mountain Snake,English,True
2709,172588,Kaestlea palnica,Palni Hills Ground Skink,English,True
2710,172589,Ahaetulla dispar,Günther's Vine Snake,English,True
2711,172590,Coronella brachyura,Indian Smooth Snake,English,True
2713,172592,Cnemaspis indraneildasii,Das's Day Gecko,English,True
2715,172595,Gerrhopilus tindalli,Tindall's Worm Snake,English,True
2716,172597,Cnemaspis littoralis,Coastal Day Gecko,English,True
2719,172598,Grypotyphlops acutus,Beaked Worm Snake,English,True
2720,172599,Eutropis clivicola,Inger's Mabuya,English,True
2721,172600,Hemidactylus anamallensis,Anamalai Hill Gecko,English,True
2722,172601,Xylophis captaini,Captain's Wood Snake,English,True
2725,172602,Calotes grandisquamis,Large-scaled Forest Lizard,English,True
2726,172603,Cnemaspis sisparensis,Sispara Day Gecko,English,True
2727,172604,Psammophilus blanfordanus,Blanford's Rock Agama,English,True
2728,172605,Plectrurus guentheri,Günther's Burrowing Snake,English,True
2729,172607,Oligodon brevicauda,Short-tailed Kukri Snake,English,True
2730,172610,Kaestlea bilineata,Two-lined Ground Skink,English,True
2732,172611,Brachyophidium rhodogaster,Palni Mountain Burrowing Snake,English,True
2733,172612,Melanophidium bilineatum,Two-lined Black Earth Snake,English,True
2735,172613,Rhinophis sanguineus,Salty Earth Snake,English,True
2736,172615,Calliophis beddomei,Beddome's Coral Snake,English,True
